Id,Label,timeset,indegree,outdegree,degree,modularity_class,clustering,eigencentrality,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,pageranks
n775,doc/Type/IO/Pipe.pod6,,26,115,141,136,0.457042,0.540563,35,148,183,7,0.318215,0.42457,17.736169,0,0.00092
n776,doc/Type/Nil.pod6,,141,104,245,136,0.374205,0.924288,297,187,484,7,0.358105,0.504824,402.778572,0,0.001484
n777,t/00-load.t,,0,16,16,144,0.5,0.002611,0,16,16,6,0.299011,0.323147,0,0,0.000774
n778,doc/Language/faq.pod6,,19,190,209,136,0.413347,0.810977,73,447,520,7,0.360757,0.491921,668.879103,0,0.001362
n779,doc/Type/Block.pod6,,69,113,182,136,0.468976,0.73337,102,211,313,7,0.339396,0.460336,134.018779,0,0.001142
n780,doc/Type/Range.pod6,,160,89,249,136,0.366531,0.931286,355,178,533,7,0.348431,0.498534,209.287033,0,0.001506
n781,doc/Language/containers.pod6,,12,179,191,136,0.450785,0.760213,31,343,374,6,0.367253,0.486165,3445.114157,0,0.001237
n782,doc/Type/Scalar.pod6,,157,52,209,136,0.41544,0.813363,375,95,470,7,0.357667,0.48869,378.998314,0,0.001298
n783,doc/Type/Routine.pod6,,166,81,247,136,0.368306,0.925325,354,138,492,7,0.35066,0.499028,235.787478,0,0.001508
n784,doc/Type/CallFrame.pod6,,71,127,198,136,0.423499,0.775057,83,195,278,7,0.341511,0.469458,140.358698,0,0.001225
n785,predefined-search-items,,2,1,3,95,0.166667,0.004944,2,1,3,6,0.374306,0.399582,740.626769,0,0.000285
n786,doc/Language/concurrency.pod6,,10,196,206,136,0.425669,0.811653,30,389,419,7,0.352492,0.482589,177.429602,0,0.001267
n787,doc/Type/Instant.pod6,,108,137,245,136,0.374205,0.924288,203,252,455,7,0.358105,0.504824,402.778572,0,0.001484
n788,doc/Language/unicode_entry.pod6,,53,137,190,136,0.457059,0.761249,154,195,349,7,0.354917,0.477857,188.289853,0,0.001189
n789,doc/Type/Array.pod6,,61,228,289,136,0.309905,0.991866,88,506,594,7,0.366332,0.530689,1708.155218,0,0.001786
n790,doc/Type/Attribute.pod6,,65,190,255,136,0.354284,0.938568,146,449,595,7,0.366027,0.516151,1054.514325,0,0.001579
n791,doc/Type/Bag.pod6,,65,176,241,136,0.377351,0.912182,96,380,476,7,0.347327,0.493973,302.703722,0,0.001472
n792,doc/Type/BagHash.pod6,,66,116,182,136,0.468976,0.73337,82,205,287,7,0.339396,0.460336,134.018779,0,0.001142
n793,doc/Type/Junction.pod6,,102,79,181,136,0.47299,0.730383,152,141,293,7,0.339003,0.459385,60.225561,0,0.00114
n794,doc/Type/Metamodel/ClassHOW.pod6,,92,102,194,136,0.389482,0.734939,158,154,312,7,0.35052,0.475368,384.625169,0,0.001245
n795,doc/Type/Metamodel/MultipleInheritance.pod6,,45,38,83,136,0.498237,0.361947,61,46,107,8,0.281451,0.373807,0.161675,0,0.000595
n796,doc/Type/Mix.pod6,,129,109,238,136,0.384374,0.90825,258,206,464,7,0.346915,0.492263,137.15635,0,0.001439
n797,doc/Type/MixHash.pod6,,130,108,238,136,0.384374,0.90825,223,183,406,7,0.346915,0.492263,137.15635,0,0.001439
n798,doc/Type/Rat.pod6,,159,81,240,136,0.378609,0.909195,303,138,441,7,0.347189,0.493403,211.231603,0,0.00147
n799,doc/Type/Set.pod6,,169,71,240,136,0.378609,0.909195,370,109,479,7,0.347189,0.493403,211.231603,0,0.00147
n800,doc/Type/SetHash.pod6,,152,29,181,136,0.47299,0.730383,245,45,290,7,0.339003,0.459385,60.225561,0,0.00114
n801,doc/Type/Sub.pod6,,159,21,180,136,0.479299,0.731892,319,35,354,7,0.338872,0.458815,17.193197,0,0.001115
n802,doc/Type/Whatever.pod6,,182,17,199,136,0.435409,0.789152,368,20,388,7,0.341644,0.470028,55.109071,0,0.001224
n803,t/perl-nbsp.t,,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0
n804,doc/Language/5to6-perlsyn.pod6,,5,184,189,136,0.459332,0.759043,17,287,304,7,0.35463,0.477097,181.939628,0,0.001186
n805,doc/Language/5to6-perlvar.pod6,,6,185,191,136,0.454781,0.765091,19,287,306,7,0.354917,0.478237,187.84778,0,0.001198
n806,doc/Language/contributors.pod6,,13,176,189,136,0.458882,0.75868,33,275,308,7,0.3501,0.472897,334.918327,0,0.001212
n807,doc/Language/exceptions.pod6,,15,173,188,136,0.463733,0.758569,49,357,406,7,0.34996,0.472327,112.202096,0,0.001162
n808,doc/Language/modules-extra.pod6,,28,160,188,136,0.463733,0.758569,69,226,295,7,0.34996,0.472327,112.202096,0,0.001162
n809,doc/Language/nativecall.pod6,,33,162,195,136,0.43825,0.767167,99,276,375,7,0.358838,0.484129,596.03673,0,0.001298
n810,doc/Language/setbagmix.pod6,,44,162,206,136,0.423609,0.809083,158,272,430,7,0.352492,0.482589,452.073809,0,0.00131
n811,doc/Language/subscripts.pod6,,44,161,205,136,0.427714,0.808971,214,306,520,7,0.35235,0.482019,175.024325,0,0.001261
n812,doc/Programs/01-debugging.pod6,,57,133,190,136,0.454497,0.759112,116,166,282,7,0.354773,0.477667,1057.939628,0,0.001325
n813,doc/Type/Cancellation.pod6,,75,183,258,136,0.330664,0.909795,127,228,355,7,0.360016,0.512236,1092.930923,0,0.001585
n814,doc/Type/IO/Socket/Async.pod6,,79,131,210,136,0.366986,0.772955,147,251,398,7,0.359132,0.490305,1046.122042,0,0.001359
n815,doc/Type/IO/Socket/INET.pod6,,79,163,242,135,0.322211,0.820275,140,276,416,7,0.357521,0.502924,1337.863066,0,0.001519
n816,doc/Type/Label.pod6,,112,162,274,136,0.317264,0.948964,236,287,523,7,0.368952,0.526983,1970.369646,0,0.0017
n817,doc/Type/Lock.pod6,,117,133,250,136,0.366474,0.934686,246,260,506,7,0.358838,0.507675,467.889564,0,0.001514
n818,doc/Type/Metamodel/AttributeContainer.pod6,,68,91,159,135,0.330905,0.514228,92,122,214,7,0.351785,0.461229,1275.734985,0,0.001087
n819,doc/Type/Metamodel/MethodContainer.pod6,,97,110,207,136,0.382065,0.780617,155,175,330,7,0.35235,0.482779,378.276899,0,0.001284
n820,doc/Type/Metamodel/PrivateMethodContainer.pod6,,60,19,79,136,0.498053,0.317251,61,19,80,7,0.334989,0.409613,1.048912,0,0.000588
n821,doc/Type/Metamodel/Trusting.pod6,,93,85,178,136,0.40332,0.67833,111,98,209,7,0.348292,0.466246,614.048655,0,0.001151
n822,doc/Type/Numeric.pod6,,145,104,249,136,0.366336,0.930375,309,195,504,7,0.365112,0.51273,827.630655,0,0.001536
n823,doc/Type/Rational.pod6,,167,87,254,136,0.359046,0.940973,371,149,520,7,0.359426,0.509955,578.926902,0,0.001558
n824,doc/Type/Stash.pod6,,163,29,192,136,0.454625,0.768887,289,43,332,7,0.35052,0.474608,135.142421,0,0.001186
n825,doc/Type/Supply.pod6,,186,72,258,136,0.352834,0.948268,515,111,626,7,0.360016,0.512236,652.112944,0,0.001582
n826,doc/Type/X/Bind/NativeType.pod6,,145,84,229,135,0.325711,0.764141,194,172,366,7,0.355637,0.495512,1275.867268,0,0.001443
n827,doc/Type/X/NYI.pod6,,126,44,170,135,0.329412,0.534428,162,81,243,7,0.347327,0.461875,973.378067,0,0.001126
n828,doc/Type/X/Obsolete.pod6,,183,46,229,135,0.325711,0.764141,282,97,379,7,0.355637,0.495512,1275.867268,0,0.001443
n829,doc/Type/X/Parameter/MultipleTypeConstraints.pod6,,134,37,171,135,0.329584,0.539069,178,68,246,7,0.347464,0.462445,974.753224,0,0.001131
n830,doc/Type/X/Syntax/Malformed.pod6,,221,19,240,135,0.320868,0.804341,376,41,417,7,0.35723,0.501784,1332.668161,0,0.001503
n831,doc/Type/X/Syntax/P5.pod6,,156,14,170,135,0.329412,0.534428,217,26,243,7,0.347327,0.461875,973.378067,0,0.001126
n832,util/extract-examples.p6,,31,2,33,136,0.369318,0.120961,49,2,51,7,0.327973,0.382494,347.940044,0,0.000453
n833,doc/Language/pragmas.pod6,,38,135,173,136,0.491834,0.707103,71,152,223,7,0.342311,0.459214,59.166913,0,0.00109
n834,doc/Type/Exception.pod6,,89,162,251,136,0.361291,0.93223,188,380,568,7,0.348708,0.499674,298.29724,0,0.001537
n835,doc/Type/Backtrace.pod6,,63,133,196,136,0.432104,0.772408,64,181,245,7,0.341245,0.468317,411.973042,0,0.001246
n836,doc/Type/Channel.pod6,,76,170,246,136,0.367247,0.920515,118,329,447,7,0.348016,0.496824,268.204752,0,0.001494
n837,doc/Type/Complex.pod6,,78,212,290,136,0.310643,0.995689,137,430,567,7,0.3542,0.521909,873.18113,0,0.001764
n838,doc/Type/CurrentThreadScheduler.pod6,,80,184,264,135,0.327356,0.926629,106,222,328,7,0.35052,0.507086,675.407992,0,0.001615
n839,doc/Type/DateTime.pod6,,84,160,244,136,0.373119,0.918998,163,354,517,7,0.34774,0.495683,213.669304,0,0.001485
n840,doc/Type/Grammar.pod6,,92,122,214,136,0.403383,0.825924,143,228,371,7,0.343652,0.47858,178.325787,0,0.001329
n841,doc/Type/Match.pod6,,118,125,243,136,0.375982,0.918649,195,228,423,7,0.347602,0.495113,178.180488,0,0.001469
n842,doc/Type/Metamodel/Primitives.pod6,,48,94,142,136,0.450804,0.540692,62,117,179,7,0.31833,0.42514,110.264677,0,0.000951
n843,doc/Type/Metamodel/RoleContainer.pod6,,49,93,142,136,0.450804,0.540692,65,114,179,7,0.31833,0.42514,110.264677,0,0.000951
n844,doc/Type/NFC.pod6,,118,73,191,136,0.448057,0.764222,132,90,222,7,0.340583,0.465467,55.397346,0,0.001176
n845,doc/Type/NFD.pod6,,119,72,191,136,0.448057,0.764222,135,89,224,7,0.340583,0.465467,55.397346,0,0.001176
n846,doc/Type/NFKC.pod6,,120,71,191,136,0.448057,0.764222,136,87,223,7,0.340583,0.465467,55.397346,0,0.001176
n847,doc/Type/NFKD.pod6,,121,70,191,136,0.448057,0.764222,141,84,225,7,0.340583,0.465467,55.397346,0,0.001176
n848,doc/Type/Proxy.pod6,,155,88,243,136,0.375982,0.918649,273,150,423,7,0.347602,0.495113,178.180488,0,0.001469
n849,doc/Type/Slip.pod6,,173,70,243,136,0.375982,0.918649,357,111,468,7,0.347602,0.495113,178.180488,0,0.001469
n850,doc/Type/Submethod.pod6,,159,33,192,136,0.44519,0.765842,185,39,224,7,0.340715,0.466037,57.614431,0,0.001182
n851,doc/Type/Supplier.pod6,,176,64,240,136,0.380561,0.912321,270,91,361,7,0.347189,0.493403,163.116465,0,0.001451
n852,doc/Type/Thread.pod6,,185,59,244,136,0.373119,0.918998,363,78,441,7,0.34774,0.495683,213.669304,0,0.001485
n853,doc/Type/ThreadPoolScheduler.pod6,,165,26,191,136,0.448057,0.764222,201,29,230,7,0.340583,0.465467,55.397346,0,0.001176
n854,doc/Type/Variable.pod6,,182,30,212,136,0.410266,0.824979,369,39,408,7,0.343383,0.477439,110.118699,0,0.001298
n855,doc/Type/X/AdHoc.pod6,,96,92,188,135,0.328166,0.602947,161,186,347,7,0.351221,0.472726,1270.845452,0,0.00126
n856,doc/Type/X/Assignment/RO.pod6,,100,44,144,136,0.446581,0.546952,128,55,183,7,0.319025,0.426679,59.373809,0,0.000951
n857,doc/Type/X/Bind.pod6,,64,71,135,135,0.368159,0.416133,71,74,145,8,0.286601,0.403852,85.277733,0,0.000938
n858,doc/Type/X/Bind/Slice.pod6,,48,73,121,135,0.367906,0.351982,49,81,130,8,0.283819,0.393286,46.331064,0,0.000848
n859,doc/Type/X/Channel/ReceiveOnClosed.pod6,,108,77,185,135,0.359342,0.609691,141,113,254,7,0.323378,0.449655,213.07186,0,0.001194
n860,doc/Type/X/Channel/SendOnClosed.pod6,,109,76,185,135,0.359342,0.609691,145,109,254,7,0.323378,0.449655,213.07186,0,0.001194
n861,doc/Type/X/Does/TypeObject.pod6,,143,74,217,135,0.336448,0.72178,240,157,397,7,0.328219,0.468963,411.554751,0,0.001373
n862,doc/Type/X/Inheritance/NotComposed.pod6,,128,57,185,135,0.359342,0.609691,169,84,253,7,0.323378,0.449655,213.07186,0,0.001194
n863,doc/Type/X/Proc/Async/AlreadyStarted.pod6,,53,7,60,136,0.459322,0.230472,58,10,68,8,0.278678,0.358908,8.819781,0,0.000494
n864,doc/Type/X/Proc/Async/CharsOrBytes.pod6,,132,18,150,136,0.429485,0.561673,179,23,202,7,0.319257,0.429701,55.404612,0,0.000978
n865,doc/Type/X/Proc/Async/MustBeStarted.pod6,,154,31,185,135,0.359342,0.609691,215,46,261,7,0.323378,0.449655,213.07186,0,0.001194
n866,doc/Type/X/Proc/Async/OpenForWriting.pod6,,106,26,132,135,0.355598,0.397105,118,28,146,8,0.285482,0.400793,61.550741,0,0.000907
n867,doc/Type/X/Proc/Async/TapBeforeSpawn.pod6,,156,29,185,135,0.359342,0.609691,213,40,253,7,0.323378,0.449655,213.07186,0,0.001194
n868,doc/Language/about.pod6,,7,247,254,136,0.329993,0.893674,12,329,341,7,0.351503,0.502639,1627.979603,0,0.001643
n869,doc/Type/Setty.pod6,,173,72,245,136,0.369605,0.918375,347,117,464,7,0.359721,0.505604,733.251956,0,0.001524
n870,doc/Type/X/Anon/Augment.pod6,,28,90,118,135,0.409315,0.314791,66,158,224,7,0.337437,0.429435,913.950619,0,0.000886
n871,doc/Type/X/Proc/Async.pod6,,119,21,140,136,0.44332,0.526663,166,29,195,7,0.344597,0.44536,387.278298,0,0.000961
n872,doc/Type/X/Syntax/Regex/Adverb.pod6,,165,16,181,135,0.363444,0.589142,247,20,267,7,0.3501,0.468545,971.366243,0,0.001215
n873,doc/Type/X/TypeCheck/Assignment.pod6,,9,0,9,136,0.5,0.027658,9,0,9,8,0.272954,0.327969,0,0,0.00021
n874,doc/Type/RatStr.pod6,,146,42,188,136,0.455114,0.751373,288,97,385,7,0.351503,0.473106,231.389871,0,0.00119
n875,doc/Language/experimental.pod6,,16,156,172,136,0.4966,0.706258,34,214,248,7,0.337827,0.454254,1.314558,0,0.00107
n876,doc/Type/Blob.pod6,,68,220,288,136,0.311484,0.99081,95,426,521,7,0.358545,0.524969,1310.549883,0,0.001779
n877,doc/Type/X/Placeholder/Block.pod6,,78,32,110,135,0.436614,0.292322,118,55,173,8,0.284187,0.389409,57.062799,0,0.000813
n878,doc/Type/X/TypeCheck/Binding.pod6,,8,0,8,136,0.5,0.029265,8,0,8,8,0.265275,0.320481,0,0,0.000202
n879,doc/Type/ComplexStr.pod6,,79,108,187,136,0.451153,0.743131,131,220,351,7,0.339791,0.462806,98.767808,0,0.001163
n880,doc/Type/IO/Spec/Cygwin.pod6,,37,105,142,136,0.421586,0.517489,56,144,200,7,0.324214,0.431126,298.144995,0,0.00101
n881,doc/Type/X/ControlFlow.pod6,,14,6,20,136,0.5,0.074428,14,6,20,8,0.274663,0.335323,0,0,0.00027
n882,doc/Type/X/IO/Chdir.pod6,,41,53,94,135,0.452986,0.257569,49,57,106,8,0.28263,0.380097,12.472803,0,0.000708
n883,doc/Type/X/IO/Chmod.pod6,,42,52,94,135,0.452986,0.257569,51,55,106,8,0.28263,0.380097,12.472803,0,0.000708
n884,doc/Type/X/IO/Copy.pod6,,43,51,94,135,0.452986,0.257569,53,53,106,8,0.28263,0.380097,12.472803,0,0.000708
n885,doc/Type/X/IO/Cwd.pod6,,44,50,94,135,0.452986,0.257569,55,51,106,8,0.28263,0.380097,12.472803,0,0.000708
n886,doc/Type/X/Syntax/Confused.pod6,,118,18,136,135,0.36024,0.431924,145,19,164,7,0.318446,0.422593,160.580128,0,0.000935
n887,doc/Type/X/Anon/Multi.pod6,,92,91,183,135,0.368252,0.591716,105,183,288,7,0.323616,0.448914,202.909249,0,0.001188
n888,doc/Type/X/Attribute/NoPackage.pod6,,118,89,207,135,0.344777,0.685782,159,187,346,7,0.326995,0.463262,377.589907,0,0.001319
n889,doc/Type/X/Attribute/Package.pod6,,95,88,183,135,0.368252,0.591716,112,176,288,7,0.323616,0.448914,202.909249,0,0.001188
n890,doc/Type/X/Attribute/Undeclared.pod6,,23,81,104,135,0.472834,0.271755,28,137,165,8,0.283543,0.385798,5.01486,0,0.000765
n891,doc/Type/X/Augment/NoSuchType.pod6,,97,86,183,135,0.368252,0.591716,117,171,288,7,0.323616,0.448914,202.909249,0,0.001188
n892,doc/Type/X/Caller/NotDynamic.pod6,,28,76,104,135,0.472834,0.271755,36,129,165,8,0.283543,0.385798,5.01486,0,0.000765
n893,doc/Type/X/Composition/NotComposable.pod6,,104,79,183,135,0.368252,0.591716,131,157,288,7,0.323616,0.448914,202.909249,0,0.001188
n894,doc/Type/X/Constructor/Positional.pod6,,14,66,80,135,0.493987,0.185966,14,67,81,8,0.280281,0.370291,0.757651,0,0.000629
n895,doc/Type/X/ControlFlow/Return.pod6,,14,65,79,135,0.5,0.18121,14,65,79,8,0.27432,0.358071,0,0,0.000624
n896,doc/Type/X/DateTime/TimezoneClash.pod6,,76,70,146,135,0.364242,0.44611,95,128,223,7,0.319606,0.428295,189.133994,0,0.000992
n897,doc/Type/X/Declaration/Scope.pod6,,132,75,207,135,0.344777,0.685782,190,156,346,7,0.326995,0.463262,377.589907,0,0.001319
n898,doc/Type/X/Declaration/Scope/Multi.pod6,,36,68,104,135,0.472834,0.271755,48,117,165,8,0.283543,0.385798,5.01486,0,0.000765
n899,doc/Type/X/Export/NameClash.pod6,,39,65,104,135,0.472834,0.271755,53,112,165,8,0.283543,0.385798,5.01486,0,0.000765
n900,doc/Type/X/IO/DoesNotExist.pod6,,45,59,104,135,0.472834,0.271755,61,104,165,8,0.283543,0.385798,5.01486,0,0.000765
n901,doc/Type/X/IO/Mkdir.pod6,,47,57,104,135,0.472834,0.271755,65,100,165,8,0.283543,0.385798,5.01486,0,0.000765
n902,doc/Type/X/IO/Move.pod6,,48,56,104,135,0.472834,0.271755,67,98,165,8,0.283543,0.385798,5.01486,0,0.000765
n903,doc/Type/X/IO/Rename.pod6,,49,55,104,135,0.472834,0.271755,69,96,165,8,0.283543,0.385798,5.01486,0,0.000765
n904,doc/Type/X/IO/Symlink.pod6,,51,53,104,135,0.472834,0.271755,73,92,165,8,0.283543,0.385798,5.01486,0,0.000765
n905,doc/Type/X/Inheritance/Unsupported.pod6,,54,50,104,135,0.472834,0.271755,78,87,165,8,0.283543,0.385798,5.01486,0,0.000765
n906,doc/Type/X/Method/InvalidQualifier.pod6,,116,54,170,135,0.375879,0.553758,127,75,202,7,0.321599,0.441103,178.412325,0,0.001113
n907,doc/Type/X/Method/NotFound.pod6,,129,54,183,135,0.368252,0.591716,177,111,288,7,0.323616,0.448914,202.909249,0,0.001188
n908,doc/Type/X/Method/Private/Permission.pod6,,130,53,183,135,0.368252,0.591716,180,108,288,7,0.323616,0.448914,202.909249,0,0.001188
n909,doc/Type/X/Method/Private/Unqualified.pod6,,131,52,183,135,0.368252,0.591716,183,105,288,7,0.323616,0.448914,202.909249,0,0.001188
n910,doc/Type/X/NoDispatcher.pod6,,122,48,170,135,0.375879,0.553758,137,65,202,7,0.321599,0.441103,178.412325,0,0.001113
n911,doc/Type/X/Numeric/Real.pod6,,123,47,170,135,0.375879,0.553758,139,63,202,7,0.321599,0.441103,178.412325,0,0.001113
n912,doc/Type/X/OutOfRange.pod6,,126,44,170,135,0.375879,0.553758,144,58,202,7,0.321599,0.441103,178.412325,0,0.001113
n913,doc/Type/X/Package/Stubbed.pod6,,139,44,183,135,0.368252,0.591716,199,89,288,7,0.323616,0.448914,202.909249,0,0.001188
n914,doc/Type/X/Parameter/Default.pod6,,66,38,104,135,0.472834,0.271755,97,68,165,8,0.283543,0.385798,5.01486,0,0.000765
n915,doc/Type/X/Parameter/Placeholder.pod6,,68,36,104,135,0.472834,0.271755,101,64,165,8,0.283543,0.385798,5.01486,0,0.000765
n916,doc/Type/X/Parameter/Twigil.pod6,,69,35,104,135,0.472834,0.271755,103,62,165,8,0.283543,0.385798,5.01486,0,0.000765
n917,doc/Type/X/Parameter/WrongOrder.pod6,,70,34,104,135,0.472834,0.271755,105,60,165,8,0.283543,0.385798,5.01486,0,0.000765
n918,doc/Type/X/Phaser/Multiple.pod6,,71,33,104,135,0.472834,0.271755,107,58,165,8,0.283543,0.385798,5.01486,0,0.000765
n919,doc/Type/X/Phaser/PrePost.pod6,,170,37,207,135,0.344777,0.685782,268,78,346,7,0.326995,0.463262,377.589907,0,0.001319
n920,doc/Type/X/Redeclaration.pod6,,78,26,104,135,0.472834,0.271755,118,47,165,8,0.283543,0.385798,5.01486,0,0.000765
n921,doc/Type/X/Role/Initialization.pod6,,56,23,79,135,0.5,0.18121,56,23,79,8,0.27432,0.358071,0,0,0.000624
n922,doc/Type/X/Signature/NameClash.pod6,,157,26,183,135,0.368252,0.591716,232,56,288,7,0.323616,0.448914,202.909249,0,0.001188
n923,doc/Type/X/Signature/Placeholder.pod6,,182,25,207,135,0.344777,0.685782,290,56,346,7,0.326995,0.463262,377.589907,0,0.001319
n924,doc/Type/X/Str/Numeric.pod6,,147,23,170,135,0.375879,0.553758,172,30,202,7,0.321599,0.441103,178.412325,0,0.001113
n925,doc/Type/X/Syntax/Augment/WithoutMonkeyTyping.pod6,,83,21,104,135,0.472834,0.271755,126,39,165,8,0.283543,0.385798,5.01486,0,0.000765
n926,doc/Type/X/Syntax/Comment/Embedded.pod6,,126,20,146,135,0.364242,0.44611,184,39,223,7,0.319606,0.428295,189.133994,0,0.000992
n927,doc/Type/X/Syntax/InfixInTermPosition.pod6,,163,20,183,135,0.368252,0.591716,245,43,288,7,0.323616,0.448914,202.909249,0,0.001188
n928,doc/Type/X/Syntax/Missing.pod6,,165,18,183,135,0.368252,0.591716,251,37,288,7,0.323616,0.448914,202.909249,0,0.001188
n929,doc/Type/X/Syntax/NoSelf.pod6,,89,15,104,135,0.472834,0.271755,137,28,165,8,0.283543,0.385798,5.01486,0,0.000765
n930,doc/Type/X/Syntax/Regex/SolitaryQuantifier.pod6,,92,12,104,135,0.472834,0.271755,142,23,165,8,0.283543,0.385798,5.01486,0,0.000765
n931,doc/Type/X/Syntax/Reserved.pod6,,171,12,183,135,0.368252,0.591716,263,25,288,7,0.323616,0.448914,202.909249,0,0.001188
n932,doc/Type/X/Syntax/Self/WithoutObject.pod6,,94,10,104,135,0.472834,0.271755,146,19,165,8,0.283543,0.385798,5.01486,0,0.000765
n933,doc/Type/X/Syntax/Signature/InvocantMarker.pod6,,95,9,104,135,0.472834,0.271755,148,17,165,8,0.283543,0.385798,5.01486,0,0.000765
n934,doc/Type/X/Syntax/Term/MissingInitializer.pod6,,96,8,104,135,0.472834,0.271755,150,15,165,8,0.283543,0.385798,5.01486,0,0.000765
n935,doc/Type/X/Syntax/UnlessElse.pod6,,97,7,104,135,0.472834,0.271755,152,13,165,8,0.283543,0.385798,5.01486,0,0.000765
n936,doc/Type/X/Syntax/Variable/Match.pod6,,98,6,104,135,0.472834,0.271755,154,11,165,8,0.283543,0.385798,5.01486,0,0.000765
n937,doc/Type/X/Syntax/Variable/Numeric.pod6,,99,5,104,135,0.472834,0.271755,156,9,165,8,0.283543,0.385798,5.01486,0,0.000765
n938,doc/Type/X/Syntax/Variable/Twigil.pod6,,178,5,183,135,0.368252,0.591716,278,10,288,7,0.323616,0.448914,202.909249,0,0.001188
n939,doc/Type/X/Temporal/InvalidFormat.pod6,,144,3,147,135,0.363526,0.450682,219,5,224,7,0.319723,0.428865,190.178151,0,0.000997
n940,doc/Type/X/TypeCheck/Return.pod6,,168,2,170,135,0.375879,0.553758,199,3,202,7,0.321599,0.441103,178.412325,0,0.001113
n941,doc/Type/X/TypeCheck/Splice.pod6,,182,1,183,135,0.368252,0.591716,286,2,288,7,0.323616,0.448914,202.909249,0,0.001188
n942,doc/Type/X/Undeclared.pod6,,104,0,104,135,0.472834,0.271755,165,0,165,8,0.283543,0.385798,5.01486,0,0.000765
n943,doc/Type/IO/Handle.pod6,,54,175,229,136,0.3169,0.760088,131,325,456,7,0.358838,0.498287,2504.826507,0,0.001572
n944,doc/Type/IO/Notification.pod6,,37,95,132,135,0.364273,0.416976,40,114,154,7,0.332323,0.430974,299.246291,0,0.00091
n945,doc/Type/IO/Spec.pod6,,32,100,132,136,0.450093,0.489975,37,124,161,7,0.32302,0.425425,185.978766,0,0.000946
n946,doc/Type/IO/Spec/QNX.pod6,,34,98,132,136,0.450093,0.489975,56,115,171,7,0.32302,0.425425,185.978766,0,0.000946
n947,doc/Type/IO/Spec/Unix.pod6,,54,105,159,136,0.407133,0.588576,106,149,255,7,0.326508,0.441198,235.760188,0,0.001095
n948,doc/Type/IO/Spec/Win32.pod6,,56,105,161,136,0.400776,0.592545,130,126,256,7,0.340583,0.452278,370.860312,0,0.00114
n949,doc/Type/IO/Special.pod6,,57,144,201,135,0.350796,0.676865,87,191,278,7,0.326265,0.459841,412.713794,0,0.001323
n950,doc/Type/Backtrace/Frame.pod6,,4,145,149,136,0.430483,0.564787,8,211,219,7,0.319141,0.429131,123.856485,0,0.000989
n951,doc/Type/Metamodel/MROBasedMethodDispatch.pod6,,2,3,5,136,0.5,0.015743,2,3,5,8,0.264715,0.312955,0,0,0.000186
n952,doc/Type/Dateish.pod6,,85,154,239,136,0.382757,0.910597,131,278,409,7,0.347052,0.492833,140.602011,0,0.001444
n953,doc/Language/io.pod6,,24,177,201,136,0.417338,0.779032,77,284,361,7,0.346503,0.475748,315.592216,0,0.001311
n954,doc/Type/Failure.pod6,,90,148,238,136,0.384374,0.90825,132,262,394,7,0.346915,0.492263,137.15635,0,0.001439
n955,doc/Type/Parameter.pod6,,146,101,247,136,0.369705,0.927264,298,190,488,7,0.348154,0.497394,187.231974,0,0.001494
n956,doc/Type/WhateverCode.pod6,,174,5,179,136,0.482644,0.729439,283,7,290,7,0.338741,0.458245,12.891084,0,0.001109
n957,util/list-missing-methods.p6,,13,0,13,136,0.423077,0.048576,13,0,13,8,0.271097,0.323978,7.938298,0,0.000305
n958,doc/Type/Pod/Item.pod6,,57,66,123,136,0.5,0.477599,60,68,128,7,0.31615,0.414307,0,0,0.000821
n959,doc/Type/FatRat.pod6,,90,81,171,136,0.5,0.704473,90,86,176,7,0.337697,0.453684,0,0,0.001063
n960,doc/Type/NumStr.pod6,,126,53,179,136,0.482644,0.729439,212,111,323,7,0.338741,0.458245,12.891084,0,0.001109
n961,doc/Type/Uni.pod6,,184,51,235,136,0.389162,0.901923,245,54,299,7,0.346503,0.490552,122.586165,0,0.001421
n962,util/ignored-methods.txt,,1,1,2,136,0,0.005375,1,1,2,8,0.27236,0.323351,0.172009,0,0.000183
n963,doc/Type/IntStr.pod6,,99,82,181,136,0.47299,0.730383,164,166,330,7,0.339003,0.459385,60.225561,0,0.00114
n964,doc/Type/Real.pod6,,164,83,247,136,0.367977,0.924935,313,136,449,7,0.348154,0.497394,248.512619,0,0.001513
n965,doc/Type/Semaphore.pod6,,164,73,237,136,0.383251,0.902867,222,89,311,7,0.346777,0.491692,196.107131,0,0.001452
n966,doc/Type/Iterator.pod6,,112,133,245,136,0.373402,0.92399,217,245,462,7,0.347878,0.496253,161.970504,0,0.001481
n967,doc/Type/Seq.pod6,,167,75,242,136,0.377919,0.917663,280,100,380,7,0.347464,0.494543,144.284661,0,0.001463
n968,xt/trailing-whitespace.t,,18,2,20,144,0.384211,0.011948,53,3,56,6,0.335117,0.379228,228.721763,0,0.000861
n969,doc/Type/UInt.pod6,,170,21,191,136,0.450648,0.767203,232,24,256,7,0.340583,0.465467,32.5529,0,0.001178
n970,html/images/External-link-04-bold-12x12.svg,,1,2,3,95,0.333333,0.00022,1,2,3,6,0.264077,0.273755,2.213932,0,0.000428
