Id,Label,timeset,indegree,outdegree,degree,modularity_class,clustering,eigencentrality,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,pageranks
n552,doc/Type/X/Role/Initialization.pod,,24,2,26,95,0.5,0.004279,24,2,26,7,0.28263,0.316835,0,0,0.000825
n553,doc/Type/X/Sequence/Deduction.pod,,25,1,26,95,0.5,0.004279,25,1,26,7,0.28263,0.316835,0,0,0.000825
n554,doc/Type/X/Syntax/Self/WithoutObject.pod,,26,0,26,95,0.5,0.004279,26,0,26,7,0.28263,0.316835,0,0,0.000825
n555,doc/Language/concurrency.pod,,3,52,55,95,0.451852,0.01174,3,58,61,6,0.339659,0.384664,796.531716,0,0.001544
n556,doc/Language/testing.pod,,15,45,60,95,0.398023,0.01377,19,52,71,6,0.368642,0.414025,840.495442,0,0.001614
n557,doc/Type/Junction.pod,,18,6,24,95,0.389493,0.005962,18,6,24,7,0.314901,0.354615,330.406581,0,0.00077
n558,doc/Type/Callable.pod,,26,49,75,95,0.328288,0.014409,54,72,126,6,0.342712,0.396636,500.828746,0,0.002011
n559,doc/Language/classtut.pod,,2,58,60,95,0.398023,0.01377,2,69,71,6,0.368642,0.414025,840.495442,0,0.001614
n560,doc/Language/5to6-nutshell.pod,,3,68,71,95,0.329175,0.014239,3,97,100,6,0.364505,0.41336,1595.883811,0,0.001971
n561,html/.htaccess,,15,2,17,95,0.345588,0.00275,17,5,22,6,0.330072,0.357374,42.644103,0,0.000786
n562,util/sync,,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0
n563,doc/Type/Range.pod,,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0
n564,doc/Language/variables.pod,,24,60,84,95,0.281268,0.016933,54,92,146,6,0.372874,0.428278,2707.141971,0,0.002247
n565,doc/Language/grammars.pod,,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0
n566,doc/Language/5to6-perlop.pod,,2,12,14,95,0.340659,0.002368,6,16,22,7,0.279388,0.307941,8.173809,0,0.00056
n567,doc/Language/subscripts.pod,,20,55,75,95,0.324865,0.014372,36,74,110,6,0.342578,0.396446,544.551423,0,0.002027
n568,doc/Type/Block.pod,,16,1,17,95,0.242647,0.00235,16,1,17,7,0.279745,0.309841,146.395942,0,0.000872
n569,doc/Type/Blob.pod,,7,1,8,95,0.5,0.000688,7,1,8,7,0.271181,0.290913,0,0,0.00061
n570,STYLEGUIDE.md,,1,0,1,144,0,0.000654,1,0,1,7,0.291653,0.307998,0,0,0.000187
n571,doc/Type/IO/Socket/INET.pod,,1,0,1,95,0,0.000245,1,0,1,7,0.271097,0.288158,0,0,0.000183
n572,doc/Type/X/AdHoc.pod,,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0
n573,doc/Type/Promise.pod,,40,16,56,95,0.444481,0.011872,49,19,68,6,0.339922,0.385424,100.559842,0,0.001527
n574,doc/Type/IO.pod,,30,34,64,95,0.392113,0.013058,42,39,81,6,0.340847,0.389795,221.026861,0,0.001708
n575,doc/Language/exceptions.pod,,6,46,52,95,0.480769,0.011299,8,46,54,6,0.339134,0.382763,876,0,0.001532
n576,doc/Language/io.pod,,6,12,18,95,0.379085,0.003161,9,17,26,6,0.331318,0.359654,53.870119,0,0.000712
n577,doc/HomePage.pod,,1,4,5,95,0.35,0.001462,1,4,5,7,0.324095,0.349978,10.287318,0,0.000312
n578,doc/Language/containers.pod,,7,58,65,95,0.38726,0.013254,8,74,82,6,0.341245,0.390745,231.552829,0,0.001745
n579,doc/Type/Signature.pod,,72,14,86,95,0.268536,0.017045,125,19,144,6,0.373191,0.429418,4000.747562,0,0.002457
n580,util/missing-types.p6,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
n581,doc/Type/Supplier.pod,,14,3,17,95,0.400735,0.003152,15,4,19,7,0.279122,0.308739,279.122708,0,0.000655
n582,doc/Type/Parameter.pod,,22,5,27,95,0.5,0.005518,22,5,27,7,0.282995,0.317975,0,0,0.000814
n583,doc/Language/packages.pod,,1,1,2,95,0.5,0.000408,1,1,2,7,0.273124,0.29384,0,0,0.000216
n584,doc/Type/Any.pod,,0,1,1,95,0,0.000259,0,1,1,7,0.271854,0.289583,0,0,0.000182
n585,doc/Type/X/Proc/Async/TapBeforeSpawn.pod,,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0
n586,doc/Type/Grammar.pod,,0,2,2,95,0.5,0.000212,0,2,2,8,0.221857,0.23901,0,0,0.000324
n587,doc/Type/Positional.pod,,2,0,2,95,0.5,0.000212,2,0,2,8,0.221857,0.23901,0,0,0.000324
n588,doc/Language/mop.pod,,8,12,20,95,0.363158,0.003691,10,12,22,6,0.33182,0.361174,99.152108,0,0.000745
n589,doc/Type/IO/Socket.pod,,30,21,51,95,0.5,0.011247,31,21,52,6,0.339003,0.382193,0,0,0.001379
n590,doc/Language/phasers.pod,,1,1,2,95,0,0.00035,2,1,3,7,0.255834,0.274931,0.05,0,0.000207
n591,doc/Language/about.pod,,4,4,8,95,0.303571,0.001309,4,4,8,6,0.326995,0.349297,45.098883,0,0.000418
n592,doc/Type/Date.pod,,17,17,34,95,0.409982,0.00672,18,21,39,7,0.283727,0.322156,13.673158,0,0.001001
n593,generate-site.p6,,0,8,8,95,0.5,0.000519,0,8,8,6,0.25726,0.271323,0,0,0.000925
n594,lib/DocSite/Document.pm,,1,7,8,95,0.5,0.000519,1,7,8,6,0.25726,0.271323,0,0,0.000925
n595,lib/DocSite/Document/Registry.pm,,2,6,8,95,0.5,0.000519,2,6,8,6,0.25726,0.271323,0,0,0.000925
n596,lib/DocSite/Generator.pm,,5,5,10,95,0.322222,0.000624,5,5,10,6,0.257411,0.272463,1750,0,0.001312
n597,lib/DocSite/Pod/To/HTML.pm,,5,8,13,95,0.25641,0.001143,5,8,13,6,0.326995,0.349791,2993.080833,0,0.001292
n598,lib/DocSite/Type.pm,,5,3,8,95,0.5,0.000519,5,3,8,6,0.25726,0.271323,0,0,0.000925
n599,lib/DocSite/TypeGraph.pm,,6,2,8,95,0.5,0.000519,6,2,8,6,0.25726,0.271323,0,0,0.000925
n600,lib/DocSite/TypeGraph/Viz.pm,,7,1,8,95,0.5,0.000519,7,1,8,6,0.25726,0.271323,0,0,0.000925
n601,doc/index.html,,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0
n602,lib/DocSite/Documentable.pm,,0,2,2,95,0.5,0.000118,0,2,2,7,0.204811,0.212122,0,0,0.00047
n603,lib/DocSite/Documentable/Registry.pm,,1,1,2,95,0.5,0.000118,1,1,2,7,0.204811,0.212122,0,0,0.00047
n604,doc/Type/Dateish.pod,,28,29,57,95,0.424185,0.011881,35,33,68,6,0.339922,0.385804,368.016782,0,0.001604
n605,doc/Language/glossary.pod,,12,48,60,95,0.263842,0.010624,18,64,82,6,0.337958,0.3855,1559.707637,0,0.001923
n606,doc/Language/rb-nutshell.pod,,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0
n607,doc/Type/Slip.pod,,56,14,70,95,0.34265,0.013691,72,15,87,6,0.34191,0.393596,470.124506,0,0.001957
n608,doc/Type/Pair.pod,,22,6,28,95,0.48545,0.005745,23,6,29,7,0.283086,0.318545,0.617242,0,0.000838
n609,doc/Type/Temporal.pod,,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0
n610,doc/Type/Iterable.pod,,0,1,1,130,0,0.000052,0,1,1,1,1,1,0,20,0.001053
n611,doc/Type/Scalar.pod,,23,4,27,95,0.5,0.005518,24,4,28,7,0.282995,0.317975,0,0,0.000814
n612,doc/Type/Exception.pod,,1,0,1,95,0,0.000189,1,0,1,7,0.253322,0.268374,0,0,0.000183
n613,doc/Language/setbagmix.pod,,3,1,4,95,0.416667,0.00072,3,1,4,7,0.276047,0.296919,0.22836,0,0.000269
n614,doc/Language/contributors.pod,,0,1,1,95,0,0.00019,0,1,1,7,0.252665,0.268849,0,0,0.000185
n615,doc/Language/unicode_entry.pod,,20,40,60,95,0.403107,0.012304,25,53,78,6,0.34045,0.387704,252.451625,0,0.001648
n616,doc/Language/unicode_texas.pod,,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0
n617,doc/Language/list.pod,,12,59,71,95,0.338028,0.013843,17,79,96,6,0.342044,0.394166,488.317259,0,0.001982
n618,doc/Type/Stash.pod,,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0
n619,doc/Type/Duration.pod,,1,0,1,107,0,0.000052,1,0,1,1,1,1,0,19,0.001053
n620,doc/Language/5to6-perlsyn.pod,,3,15,18,95,0.366013,0.003102,7,21,28,6,0.330196,0.357944,144.566449,0,0.000712
n621,doc/Language/modules-extra.pod,,2,4,6,95,0.5,0.001132,2,5,7,7,0.280461,0.304672,0,0,0.000323
n622,doc/Language/terms.pod,,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0
n623,doc/Type/Metamodel/AttributeContainer.pod,,3,5,8,95,0.5,0.001208,3,5,8,6,0.295684,0.318738,0,0,0.000432
n624,doc/Type/X/Channel/ReceiveOnClosed.pod,,5,3,8,95,0.5,0.001208,5,3,8,6,0.295684,0.318738,0,0,0.000432
n625,doc/Type/X/Channel/SendOnClosed.pod,,6,2,8,95,0.5,0.001208,6,2,8,6,0.295684,0.318738,0,0,0.000432
n626,doc/Type/Channel.pod,,25,32,57,95,0.436717,0.012049,28,41,69,6,0.340054,0.385994,103.796077,0,0.001553
n627,doc/Type/IO/Spec/Unix.pod,,16,9,25,95,0.5,0.005056,19,10,29,7,0.282539,0.316265,0,0,0.000759
n628,doc/Type/IO/Spec/Win32.pod,,17,8,25,95,0.5,0.005056,21,8,29,7,0.282539,0.316265,0,0,0.000759
n629,doc/Type/NFC.pod,,0,5,5,95,0.5,0.000591,0,5,5,6,0.320073,0.33588,0,0,0.000472
n630,doc/Type/NFD.pod,,1,4,5,95,0.5,0.000591,1,6,7,6,0.320073,0.33588,0,0,0.000472
n631,doc/Type/NFKC.pod,,2,3,5,95,0.5,0.000591,3,5,8,6,0.320073,0.33588,0,0,0.000472
n632,doc/Type/NFKD.pod,,3,2,5,95,0.5,0.000591,6,3,9,6,0.320073,0.33588,0,0,0.000472
n633,doc/Type/Uni.pod,,49,7,56,95,0.419156,0.011694,50,7,57,6,0.351785,0.396161,883.758868,0,0.001743
n634,doc/Language/performance.pod,,21,50,71,95,0.336419,0.013732,29,64,93,6,0.342311,0.394546,346.70056,0,0.001953
n635,doc/Language/typesystem.pod,,17,44,61,95,0.384973,0.013826,23,50,73,6,0.368952,0.414785,1057.809764,0,0.001715
n636,doc/Type/Regex.pod,,39,12,51,95,0.5,0.011247,39,12,51,6,0.339003,0.382193,0,0,0.001379
n637,doc/Type/Semaphore.pod,,24,2,26,95,0.490769,0.005308,24,2,26,7,0.282812,0.317215,0.441243,0,0.000784
n638,doc/Type/Tap.pod,,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0
n639,doc/Type/Real.pod,,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0
n640,doc/Type/Variable.pod,,1,2,3,95,0.166667,0.000483,1,2,3,6,0.321128,0.33664,15.649215,0,0.000358
n641,doc/Type/Complex.pod,,8,13,21,95,0.435714,0.005331,8,13,21,7,0.313326,0.350909,368.953114,0,0.000737
n642,doc/Type/Bag.pod,,4,4,8,95,0.5,0.000688,4,4,8,7,0.271181,0.290913,0,0,0.00061
n643,doc/Type/Submethod.pod,,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0
n644,doc/Type/IO/Special.pod,,33,20,53,95,0.474238,0.011498,36,20,56,6,0.339265,0.383333,19.56838,0,0.001434
n645,doc/Type/Instant.pod,,33,18,51,95,0.5,0.011247,33,18,51,6,0.339003,0.382193,0,0,0.001379
n646,doc/Type/Order.pod,,39,17,56,95,0.444481,0.011872,46,20,66,6,0.339922,0.385424,100.559842,0,0.001527
n647,doc/Type/X/IO/Symlink.pod,,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0
n648,doc/Type/IO/Notification.pod,,28,23,51,95,0.5,0.011247,28,23,51,6,0.339003,0.382193,0,0,0.001379
n649,doc/Type/X/IO/Move.pod,,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0
n650,doc/Type/X/Promise/Vowed.pod,,48,3,51,95,0.5,0.011247,48,3,51,6,0.339003,0.382193,0,0,0.001379
n651,doc/Type/X/Seq/Consumed.pod,,49,3,52,95,0.483032,0.011461,49,3,52,6,0.351221,0.393881,210.508945,0,0.001425
n652,doc/Type/Metamodel/Primitives.pod,,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0
n653,doc/Type/BagHash.pod,,5,4,9,95,0.388889,0.000756,5,4,9,7,0.271433,0.291863,7.109718,0,0.000655
n654,doc/Type/AST.pod,,0,8,8,95,0.5,0.000688,0,8,8,7,0.271181,0.290913,0,0,0.00061
n655,doc/Type/Backtrace.pod,,3,5,8,95,0.5,0.000688,3,5,8,7,0.271181,0.290913,0,0,0.00061
n656,doc/Type/Baggy.pod,,6,2,8,95,0.5,0.000688,6,2,8,7,0.271181,0.290913,0,0,0.00061
n657,doc/Type/Thread.pod,,44,7,51,95,0.5,0.011247,44,7,51,6,0.339003,0.382193,0,0,0.001379
n658,doc/Type/WhateverCode.pod,,59,5,64,95,0.397073,0.013164,73,5,78,6,0.341112,0.390175,221.303803,0,0.001711
n659,doc/Type/X/Inheritance/NotComposed.pod,,47,4,51,95,0.5,0.011247,47,4,51,6,0.339003,0.382193,0,0,0.001379
n660,doc/Type/X/Temporal/InvalidFormat.pod,,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0
n661,doc/Perl6/debugging.pod,,0,1,1,116,0,0.000052,0,1,1,1,1,1,0,21,0.001053
n662,doc/Perl6/hacking.pod,,1,0,1,116,0,0.000052,1,0,1,1,1,1,0,21,0.001053
n663,doc/Perl6/other-progs.pod,,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0
n664,doc/Perl6/01-debugging.pod,,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0
n665,doc/Perl6/00-running.pod,,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0
n666,doc/Perl6/README.md,,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0
n667,doc/Type/ComplexStr.pod,,9,10,19,95,0.5,0.005068,9,19,28,7,0.313102,0.349769,0,0,0.000626
n668,doc/Type/IntStr.pod,,12,7,19,95,0.5,0.005068,15,13,28,7,0.313102,0.349769,0,0,0.000626
n669,doc/Type/NumStr.pod,,16,3,19,95,0.5,0.005068,22,6,28,7,0.313102,0.349769,0,0,0.000626
n670,doc/Type/RatStr.pod,,18,1,19,95,0.5,0.005068,27,1,28,7,0.313102,0.349769,0,0,0.000626
n671,doc/Type/Mix.pod,,0,1,1,121,0,0.000052,0,1,1,1,1,1,0,22,0.001053
n672,doc/Type/MixHash.pod,,1,0,1,121,0,0.000052,1,0,1,1,1,1,0,22,0.001053
n673,doc/Type/X/Caller/NotDynamic.pod,,1,1,2,95,0.5,0.000274,1,1,2,6,0.311878,0.323736,0,0,0.000306
n674,doc/Type/Rational.pod,,1,1,2,95,0.5,0.000197,1,1,2,8,0.240406,0.257767,0,0,0.000221
n675,doc/Type/Lock.pod,,21,5,26,95,0.396923,0.006405,21,5,26,7,0.314788,0.355185,174.718581,0,0.000798
n676,doc/Type/Rat.pod,,17,4,21,95,0.416667,0.00521,17,4,21,7,0.313326,0.350909,677.768516,0,0.00075
n677,doc/Type/X/IO/DoesNotExist.pod,,0,1,1,95,0,0.000217,0,1,1,6,0.311656,0.322976,0,0,0.000204
n678,Configure.p6,,2,0,2,95,0.5,0.000255,2,0,2,6,0.28109,0.292094,0,0,0.000252
n679,doc/Type/X/DateTime/TimezoneClash.pod,,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0
n680,doc/Type/Version.pod,,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0
n681,doc/Type/Stringy.pod,,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0
n682,doc/Type/CurrentThreadScheduler.pod,,2,3,5,95,0.5,0.000935,3,5,8,7,0.264715,0.286675,0,0,0.000309
n683,doc/Type/Metamodel/MultipleInheritance.pod,,1,1,2,95,0.5,0.000265,1,1,2,7,0.260547,0.276223,0,0,0.000236
n684,doc/Type/X/IO/Link.pod,,0,1,1,95,0,0.000217,0,1,1,6,0.311656,0.322976,0,0,0.000204
n685,doc/Type/Capture.pod,,14,13,27,95,0.5,0.005518,14,13,27,7,0.282995,0.317975,0,0,0.000814
n686,doc/404.pod,,0,2,2,95,0.5,0.000422,0,2,2,6,0.32101,0.337704,0,0,0.000237
n687,doc/Type/Num.pod,,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0
n688,doc/Type/Cancellation.pod,,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0
n689,doc/Type/Metamodel/MethodContainer.pod,,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0
n690,doc/Programs/00-running.pod,,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0
n691,doc/Programs/01-debugging.pod,,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0
n692,doc/Programs/README.md,,50,52,102,136,0.31955,0.322731,55,52,107,7,0.360609,0.450206,27559.369095,0,0.001172
n693,doc/Type/QuantHash.pod,,1,0,1,130,0,0.000052,1,0,1,1,1,1,0,20,0.001053
n694,doc/Type/Setty.pod,,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0
n695,template/type-graph.html,,2,0,2,95,0.5,0.000425,4,0,4,6,0.325176,0.341809,0,0,0.000256
n696,doc/Type/Mixy.pod,,30,11,41,95,0.401829,0.0079,39,13,52,7,0.284555,0.326527,12.881518,0,0.001158
n697,t/tabs.t,,7,11,18,144,0.460784,0.003337,14,40,54,6,0.308044,0.335044,18.628495,0,0.000846
n698,doc/Type/PositionalBindFailover.pod,,22,3,25,95,0.5,0.005056,22,3,25,7,0.282539,0.316265,0,0,0.000759
n699,doc/Type/Whatever.pod,,14,1,15,95,0.5,0.002995,14,1,15,7,0.278944,0.307599,0,0,0.000534
n700,t/trailing_whitespace.t,,2,0,2,136,0.5,0.008238,2,0,2,8,0.262969,0.305164,0,0,0.000169
n701,doc/Type/Match.pod,,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0
n702,html/images/Camelia.svg,,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0
n703,app-start,,2,3,5,95,0.5,0.001004,2,3,5,6,0.315014,0.331281,0,0,0.000439
n704,assets/sass/style.scss,,7,11,18,95,0.163399,0.002135,7,50,57,6,0.347464,0.371076,2330.625844,0,0.001601
n705,doc/Language/5to6-perlop.pod6,,8,190,198,136,0.423371,0.765704,18,310,328,6,0.425522,0.528221,40892.362934,0,0.001522
n706,html/js/jquery.cookie.js,,3,2,5,95,0.5,0.000459,3,2,5,6,0.299215,0.314006,0,0,0.000477
n707,doc/Language/rb-nutshell.pod6,,41,150,191,136,0.453265,0.763801,118,216,334,7,0.354917,0.478237,201.322478,0,0.001198
n708,doc/Language/typesystem.pod6,,50,165,215,136,0.397109,0.822947,231,296,527,7,0.356359,0.489355,954.147718,0,0.001397
n709,doc/Language/quoting.pod6,,40,166,206,136,0.425669,0.811653,170,309,479,7,0.352492,0.482589,177.429602,0,0.001267
n710,doc/Language/operators.pod6,,33,174,207,136,0.421017,0.810498,146,369,515,7,0.357521,0.48774,283.737163,0,0.001296
n711,doc/Language/grammars.pod6,,21,170,191,136,0.455001,0.765596,80,301,381,7,0.35038,0.474038,131.7075,0,0.001189
n712,doc/Type/Date.pod6,,83,162,245,136,0.373402,0.92399,168,372,540,7,0.347878,0.496253,161.970504,0,0.001481
n713,doc/Type/IO/Path.pod6,,76,174,250,136,0.308112,0.834084,167,330,497,7,0.3639,0.512255,2113.176778,0,0.001627
n714,doc/Language/5to6-perlfunc.pod6,,4,189,193,136,0.446001,0.765099,9,351,360,7,0.358398,0.482799,470.206474,0,0.001256
n715,doc/Language/traps.pod6,,50,145,195,136,0.438964,0.767827,185,215,400,7,0.358691,0.483939,492.396135,0,0.001277
n716,doc/Language/control.pod6,,13,193,206,136,0.424414,0.809816,43,385,428,7,0.35723,0.486979,250.450909,0,0.001281
n717,doc/Type/Baggy.pod6,,67,174,241,136,0.377351,0.912182,99,337,436,7,0.347327,0.493973,302.703722,0,0.001472
n718,t/pod6.t,,6,12,18,144,0.460784,0.003337,9,37,46,6,0.308044,0.335044,18.628495,0,0.000846
n719,doc/Language/list.pod6,,26,181,207,136,0.421369,0.810896,106,378,484,7,0.352634,0.48316,578.611611,0,0.001338
n720,t/type-graph.t,,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0
n721,doc/Language/variables.pod6,,55,154,209,136,0.415302,0.813668,263,266,529,7,0.357521,0.4885,526.254952,0,0.001327
n722,doc/Language/functions.pod6,,18,189,207,136,0.422189,0.811651,73,466,539,7,0.357376,0.48755,262.927187,0,0.001287
n723,doc/Type/Version.pod6,,194,51,245,136,0.374205,0.924288,409,59,468,7,0.358105,0.504824,402.778572,0,0.001484
n724,doc/Language/phasers.pod6,,36,138,174,136,0.486812,0.707578,67,153,220,7,0.342712,0.460165,119.33326,0,0.001113
n725,doc/Type/Cool.pod6,,82,213,295,136,0.302122,1,213,462,675,7,0.370668,0.537721,2918.779628,0,0.001978
n726,doc/Type/List.pod6,,119,134,253,136,0.361331,0.94014,356,306,662,7,0.359279,0.509385,816.151757,0,0.001575
n727,doc/Language/testing.pod6,,50,143,193,136,0.444435,0.76378,150,193,343,7,0.358105,0.482418,512.61615,0,0.001272
n728,doc/Type/Callable.pod6,,73,186,259,136,0.327332,0.90925,104,296,400,7,0.35463,0.508815,1167.716561,0,0.001611
n729,doc/Programs/00-running.pod6,,56,138,194,136,0.439133,0.762364,110,170,280,6,0.405455,0.510585,28414.158367,0,0.001291
n730,doc/Language/packages.pod6,,34,139,173,136,0.491464,0.706732,82,180,262,7,0.342177,0.459024,61.480905,0,0.001093
n731,doc/Type/Capture.pod6,,75,214,289,136,0.311419,0.993837,130,400,530,7,0.354057,0.521339,861.936549,0,0.001758
n732,doc/Language/unicode_texas.pod6,,47,41,88,136,0.481191,0.350469,132,44,176,7,0.336273,0.414935,10.995069,0,0.000637
n733,doc/Type/Pair.pod6,,143,100,243,136,0.375982,0.918649,307,198,505,7,0.347602,0.495113,178.180488,0,0.001469
n734,doc/Type/Signature.pod6,,174,73,247,136,0.367072,0.923373,446,117,563,7,0.3615,0.508549,770.619252,0,0.001544
n735,doc/Type/Mu.pod6,,136,114,250,136,0.366474,0.934686,335,225,560,7,0.358838,0.507675,467.889564,0,0.001514
n736,doc/Type/Any.pod6,,62,233,295,136,0.301015,0.998553,154,643,797,7,0.373828,0.540761,3711.716414,0,0.001921
n737,doc/Type/Num.pod6,,140,103,243,136,0.377717,0.920716,263,159,422,7,0.357813,0.503684,381.616329,0,0.001471
n738,doc/Type/Str.pod6,,181,73,254,136,0.359092,0.941002,538,118,656,7,0.364354,0.514345,798.468792,0,0.001583
n739,doc/Type/Code.pod6,,79,177,256,136,0.354442,0.94288,154,367,521,7,0.359721,0.511096,622.281314,0,0.001557
n740,doc/Language/syntax.pod6,,46,161,207,136,0.421392,0.811696,194,296,490,7,0.358838,0.488785,433.221158,0,0.001295
n741,doc/Language/5to6-nutshell.pod6,,2,190,192,136,0.450453,0.764803,3,397,400,7,0.355061,0.478808,211.4379,0,0.001213
n742,doc/Language/modules.pod6,,31,162,193,136,0.442789,0.761382,117,296,413,7,0.358545,0.482989,587.181047,0,0.001287
n743,doc/Type/Promise.pod6,,156,93,249,136,0.366531,0.931286,375,192,567,7,0.348431,0.498534,209.287033,0,0.001506
n744,doc/Language/performance.pod6,,35,155,190,136,0.4599,0.765551,116,256,372,7,0.35024,0.473467,115.11071,0,0.001174
n745,doc/Type/X/Mixin/NotComposable.pod6,,37,43,80,135,0.493987,0.185966,38,43,81,8,0.280281,0.370291,0.757651,0,0.000629
n746,test-links.sh,,1,0,1,95,0,0.000099,1,0,1,7,0.271685,0.282703,0,0,0.000223
n747,doc/Type/Iterable.pod6,,109,129,238,136,0.384374,0.90825,176,230,406,7,0.346915,0.492263,137.15635,0,0.001439
n748,doc/Type/Hash.pod6,,93,145,238,136,0.384374,0.90825,206,299,505,7,0.346915,0.492263,137.15635,0,0.001439
n749,doc/Type/X/Eval/NoSuchLang.pod6,,20,60,80,135,0.490823,0.185342,20,65,85,8,0.278855,0.368144,1.765292,0,0.000629
n750,doc/Type/X/IO/Dir.pod6,,45,60,105,135,0.467491,0.275888,61,110,171,8,0.283727,0.386559,6.954534,0,0.000771
n751,doc/Type/X/IO/Link.pod6,,47,58,105,135,0.467491,0.275888,66,105,171,8,0.283727,0.386559,6.954534,0,0.000771
n752,doc/Type/X/IO/Rmdir.pod6,,51,54,105,135,0.467491,0.275888,75,96,171,8,0.283727,0.386559,6.954534,0,0.000771
n753,doc/Type/X/IO/Unlink.pod6,,53,52,105,135,0.467491,0.275888,80,91,171,8,0.283727,0.386559,6.954534,0,0.000771
n754,doc/Type/X/Placeholder/Mainline.pod6,,75,30,105,135,0.467491,0.275888,119,52,171,8,0.283727,0.386559,6.954534,0,0.000771
n755,doc/Type/Tap.pod6,,178,62,240,136,0.380561,0.912321,267,78,345,7,0.347189,0.493403,163.116465,0,0.001451
n756,template/examples.html,,1,0,1,95,0,0.000334,1,0,1,6,0.320893,0.337134,0,0,0.000198
n757,doc/Type/Metamodel/C3MRO.pod6,,83,50,133,136,0.466393,0.547424,113,72,185,7,0.342177,0.44059,67.725659,0,0.000873
n758,doc/Type/IO.pod6,,96,165,261,136,0.342411,0.944601,274,408,682,7,0.365569,0.518526,1641.210017,0,0.001697
n759,doc/Language/terms.pod6,,47,141,188,136,0.463733,0.758569,153,193,346,7,0.34996,0.472327,112.202096,0,0.001162
n760,doc/Language/glossary.pod6,,19,190,209,136,0.414681,0.812922,90,423,513,7,0.357813,0.48888,325.349538,0,0.001318
n761,doc/Type/Int.pod6,,109,141,250,136,0.366474,0.934686,235,308,543,7,0.358838,0.507675,467.889564,0,0.001514
n762,doc/Type/Bool.pod6,,71,172,243,136,0.374656,0.916987,109,351,460,7,0.359426,0.504463,552.215147,0,0.001497
n763,doc/Type/Map.pod6,,117,121,238,136,0.384374,0.90825,178,200,378,7,0.346915,0.492263,137.15635,0,0.001439
n764,doc/Language/ipc.pod,,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0
n765,doc/Language/ipc.pod6,,25,163,188,136,0.463733,0.758569,71,251,322,7,0.34996,0.472327,112.202096,0,0.001162
n766,doc/HomePage.pod6,,1,187,188,136,0.463733,0.758569,1,248,249,7,0.34996,0.472327,112.202096,0,0.001162
n767,doc/Language/mop.pod6,,30,158,188,136,0.463733,0.758569,94,235,329,7,0.34996,0.472327,112.202096,0,0.001162
n768,doc/Type/Proc.pod6,,158,98,256,136,0.357797,0.947324,372,196,568,7,0.359721,0.511096,512.635421,0,0.001551
n769,doc/Type/Proc/Async.pod6,,94,116,210,135,0.335407,0.69903,155,180,335,7,0.355925,0.487264,1655.312489,0,0.001392
n770,doc/Type/Method.pod6,,115,64,179,136,0.482644,0.729439,187,118,305,7,0.338741,0.458245,12.891084,0,0.001109
n771,doc/Language/classtut.pod6,,8,197,205,136,0.427714,0.808971,22,426,448,7,0.35235,0.482019,175.024325,0,0.001261
n772,doc/Language/regexes.pod6,,42,165,207,136,0.4209,0.81047,179,284,463,7,0.357376,0.48755,263.221574,0,0.001293
n773,doc/Language/tables.pod6,,46,143,189,136,0.459332,0.759043,121,183,304,7,0.35463,0.477097,181.939628,0,0.001186
n774,doc/Language/objects.pod6,,32,174,206,136,0.423893,0.80932,146,338,484,7,0.352492,0.482589,193.18642,0,0.001276
